"","lhs","op","rhs","label","est","se","ci.lower","ci.upper","std.lv","std.all","std.nox"
"1","needsecurity","=~","security_freedom_1","",1,0,1,1,1.67984157636257,0.925922793821958,0.925922793821958
"2","needsecurity","=~","security_freedom_2","",0.888814169139684,0.0468055610894583,0.792096657033971,0.978047775141059,1.49306699498099,0.855205499844078,0.855205499844078
"3","needsecurity","=~","security_freedom_3","",0.97874092696709,0.0442892872380252,0.891875406337718,1.06542456497994,1.64412970160696,0.883706195636589,0.883706195636589
"4","likeMainstream","=~","mainstreamlikes","",1,0,1,1,1.4043030715638,1,1
"5","likeMicronarratives","=~","microlikes","",1,0,1,1,1.34771796649797,1,1
"6","dislikeMainstream","=~","mainstreamdislikes","",1,0,1,1,0.803125231466521,1,1
"7","dislikeMicronarratives","=~","microdislikes","",1,0,1,1,1.05860653686788,1,1
"8","traitneedsecurity","=~","security_1","",1,0,1,1,1.17370990199675,0.781538886177923,0.781538886177923
"9","traitneedsecurity","=~","security_2","",0.733578405464044,0.119023594859507,0.513469141167585,0.988226652257732,0.861008238384136,0.613284537257558,0.613284537257558
"10","traitneedsecurity","=~","security_3","",0.896991020621064,0.115405332861649,0.67768604226145,1.13681967938365,1.05280724290511,0.702381275526911,0.702381275526911
"11","likeMicronarratives","~","needsecurity","a1",0.133747511429039,0.0481532135811129,0.0390963442408998,0.233017226791484,0.16670745365022,0.16670745365022,0.16670745365022
"12","likeMicronarratives","~","traitneedsecurity","",0.0542353974721205,0.0733351193229712,-0.0971989740751381,0.195614589932306,0.0472328963730954,0.0472328963730954,0.0472328963730954
"13","likeMicronarratives","~","gr_1","",-0.197698738413388,0.141243914756455,-0.479294022175266,0.0762277020612562,-0.14669147650165,-0.0733457382508251,-0.14669147650165
"14","likeMicronarratives","~","active_soc_media","c1",0.146821904053759,0.0546731767044369,0.0428832475969517,0.256410671135612,0.108941119509799,0.155341940158377,0.0544705597548997
"15","likeMainstream","~","needsecurity","a2",-0.130311914134212,0.0489829538314892,-0.227055480499695,-0.0322847026303028,-0.155880433284443,-0.155880433284443,-0.155880433284443
"16","likeMainstream","~","traitneedsecurity","",0.103367653245204,0.079511731286038,-0.0502293160243791,0.262830910965385,0.0863941983869333,0.0863941983869333,0.0863941983869333
"17","likeMainstream","~","gr_1","",-0.0788219595174285,0.151367891273966,-0.368563217022337,0.21654035696595,-0.0561288806622449,-0.0280644403311224,-0.0561288806622449
"18","likeMainstream","~","active_soc_media","c2",0.130435451593371,0.0554212154236275,0.0171597681697595,0.234860744850606,0.0928826933691178,0.132443817908412,0.0464413466845589
"19","dislikeMicronarratives","~","needsecurity","a3",-0.127252715609391,0.0381651917057532,-0.204343643659134,-0.0550346233052884,-0.201929985259836,-0.201929985259836,-0.201929985259836
"20","dislikeMicronarratives","~","traitneedsecurity","",0.0605735310798714,0.0642425114650689,-0.0700136370553724,0.178806623619303,0.0671597527044424,0.0671597527044424,0.0671597527044424
"21","dislikeMicronarratives","~","gr_1","",0.156957111331223,0.120119182393115,-0.0765415547197936,0.391564512092026,0.148267657401413,0.0741338287007066,0.148267657401413
"22","dislikeMicronarratives","~","active_soc_media","c3",0.0439127986964984,0.0417469403928743,-0.0362240849620379,0.128581149041932,0.0414816999207507,0.0591498212589726,0.0207408499603753
"23","dislikeMainstream","~","needsecurity","a4",0.0699087598566442,0.026792869707861,0.0184800091404821,0.123528041170562,0.14622332453022,0.14622332453022,0.14622332453022
"24","dislikeMainstream","~","traitneedsecurity","",-0.0158151322741187,0.0400444918949371,-0.099205973392406,0.059044770305684,-0.0231126810916229,-0.0231126810916229,-0.0231126810916229
"25","dislikeMainstream","~","gr_1","",-0.0216293585518844,0.0878587792302475,-0.190494112200909,0.153053038708856,-0.0269314892677308,-0.0134657446338654,-0.0269314892677308
"26","dislikeMainstream","~","active_soc_media","c4",-0.000510585430789211,0.0317328201764423,-0.0604582738999191,0.0630627490445186,-0.000635748213086112,-0.000906529704462369,-0.000317874106543056
"27","institution_trust_5","~","likeMicronarratives","b1",-0.225610315382158,0.0763866194148603,-0.370200446078185,-0.0679152846590283,-0.304059075467807,-0.175350516032948,-0.175350516032948
"28","institution_trust_5","~","likeMainstream","b2",0.443760855585894,0.078882046899196,0.280667710517478,0.590456964642265,0.623174732539051,0.359384145206961,0.359384145206961
